id,boolkingid,timestamp,lat,lon,location
67436,c95e1b664fd43df460994fc6554e2cf8d78a28296512af3a2d5e43d207ea79f6,01-08-19 16:52,13.729137,100.537343,6430.087502
67437,c95e1b664fd43df460994fc6554e2cf8d78a28296512af3a2d5e43d207ea79f6,01-08-19 16:52,13.729187,100.537225,6443.996505
67438,c95e1b664fd43df460994fc6554e2cf8d78a28296512af3a2d5e43d207ea79f6,01-08-19 16:53,13.729321,100.536905,6481.647015
67473,739c5ca9315e65daf0a214e07c1f9b7deeda6c238be46d74a357b2c4c83d8869,01-08-19 14:25,13.725174,100.54683,5313.981403
67519,48f01291a9d2cc10ea213e734eba7b29184d3c5f8f90b8ad7880cf2d5c43bf8a,01-08-19 22:45,13.728796,100.538159,6334.109501
67520,48f01291a9d2cc10ea213e734eba7b29184d3c5f8f90b8ad7880cf2d5c43bf8a,01-08-19 22:46,13.728891,100.537932,6360.81521
67544,b9dec916626f1f47ce674953e5c082e573071d5b416cd4de6e4fe86d672b6703,01-08-19 17:12,13.728427,100.539044,6230.051798
67551,b9dec916626f1f47ce674953e5c082e573071d5b416cd4de6e4fe86d672b6703,01-08-19 17:16,13.729379,100.536765,6498.093842
67614,281a47d21aff9c73a2542b768ae3eac3fffa208d476c930a0bb0e008082f7c89,01-08-19 18:32,13.725569,100.545796,5434.088677
67671,a33eda234f9dd7e97afaa7c30076dc7c812a40ffe67ce32034deef6272311520,02-08-19 4:12,13.729417,100.536671,6509.094685
67778,cb6bfe04932fdc476de05b3e2aebd7cdb9944b198078d711a581304bade523f0,01-08-19 11:44,13.728662,100.538481,6296.260202
67782,cb6bfe04932fdc476de05b3e2aebd7cdb9944b198078d711a581304bade523f0,01-08-19 11:47,13.729296,100.536963,6474.792322
67833,a579c8521dff83ce7fa9c79d96a59e39f8a206de6a9be5ee8b4b0e327fc65bfe,01-08-19 19:12,13.725592,100.545741,5440.558558
67867,5c764914fb76b4e1f096d9ecfede4ac94d4ab2b55f8e5754e09c6b7abc745a85,01-08-19 22:42,13.728222,100.539532,6172.607507
67876,5c764914fb76b4e1f096d9ecfede4ac94d4ab2b55f8e5754e09c6b7abc745a85,01-08-19 22:46,13.72934,100.536858,6487.147464
67879,9833c0799c8e736001d4e3ba3ffbe51b44c0d56accf4440d055448bd874d97b1,01-08-19 19:59,13.726149,100.544465,5591.938493
67887,1706a28c44d53f0e13752d94bc2df16ec5c5ef9a9dd9226ad021040632745971,01-08-19 11:31,13.72562,100.545676,5448.240427
67889,1706a28c44d53f0e13752d94bc2df16ec5c5ef9a9dd9226ad021040632745971,01-08-19 11:32,13.725683,100.545535,5465.00522
67959,607bc6d72bfa7952dfdc0e5691fe8293767179138eac63b6dc5ae77db39255e0,01-08-19 7:17,13.726126,100.54453,5584.265523
67978,aba6e0d3104358024ccad6270d04186204411e795dc4388c0c8a0f38415aaa30,01-08-19 16:54,13.726324,100.544024,5643.222811
68009,cb9db3511cf1cde8367c6ab979e4f03b70effd067248db1eb0140d4d65332843,01-08-19 11:45,13.729503,100.536447,6535.273094
68032,a2803ce4f9b6b2ebd4e9ac0a58d8dab401521d540c037d36fea7ee966abd982c,01-08-19 15:59,13.726748,100.542984,5765.09268
68033,a2803ce4f9b6b2ebd4e9ac0a58d8dab401521d540c037d36fea7ee966abd982c,01-08-19 15:59,13.726839,100.542761,5791.22781
68035,a2803ce4f9b6b2ebd4e9ac0a58d8dab401521d540c037d36fea7ee966abd982c,01-08-19 16:01,13.726936,100.542552,5816.25615
68036,a2803ce4f9b6b2ebd4e9ac0a58d8dab401521d540c037d36fea7ee966abd982c,01-08-19 16:01,13.727005,100.542413,5833.116762
68068,abcd53fcd01a9e43e18c8cda1c8a2a1d1f4143aefc392c641dc71f106d225196,01-08-19 11:25,13.727536,100.541168,5980.078257
68084,5b821e3dc09fd8ae3f127cb13ac4b77f5932f564c9756e050768a62c7ca58934,01-08-19 22:02,13.72621,100.544317,5609.117134
